mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__n_estimators,param_clf__min_samples_split,param_clf__min_samples_leaf,param_clf__max_features,param_clf__max_depth,param_clf__criterion,param_clf__bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.7507794380187989,0.09937350489749128,0.07551770210266114,0.004670785989093724,200,5,4,,,gini,False,"{'clf__n_estimators': 200, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 4, 'clf__max_features': None, 'clf__max_depth': None, 'clf__criterion': 'gini', 'clf__bootstrap': False}",0.5640938009359062,0.461943917351887,0.514907573047108,0.4874014770682058,0.4930962854349951,0.5042886107676205,0.034330568368041034,49
0.8563888072967529,0.12986957770889526,0.04650731086730957,0.0036481994259036175,100,5,1,,10,entropy,True,"{'clf__n_estimators': 100, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 1, 'clf__max_features': None, 'clf__max_depth': 10, 'clf__criterion': 'entropy', 'clf__bootstrap': True}",0.5723487039276512,0.5902382458359687,0.5219737626714371,0.515422329795817,0.5685483870967742,0.5537062858655297,0.029580487284879192,27
1.254843521118164,0.08199416816427366,0.07571959495544434,0.0045793159777398245,200,2,4,,30,gini,False,"{'clf__n_estimators': 200, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 4, 'clf__max_features': None, 'clf__max_depth': 30, 'clf__criterion': 'gini', 'clf__bootstrap': False}",0.5640938009359062,0.461943917351887,0.514907573047108,0.487463538757525,0.4930962854349951,0.5043010231054843,0.03432447119941116,48
3.105756139755249,0.301455776310712,0.14890742301940918,0.004012355353068409,500,10,2,log2,,gini,True,"{'clf__n_estimators': 500, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 2, 'clf__max_features': 'log2', 'clf__max_depth': None, 'clf__criterion': 'gini', 'clf__bootstrap': True}",0.5972711499027289,0.5908180476491671,0.5404889683959451,0.5235524110966301,0.571236559139785,0.5646734272368512,0.02851334220224868,11
3.239286184310913,0.14900902954541817,0.15046768188476561,0.004981400298179619,500,2,2,,,gini,True,"{'clf__n_estimators': 500, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 2, 'clf__max_features': None, 'clf__max_depth': None, 'clf__criterion': 'gini', 'clf__bootstrap': True}",0.5631210894368789,0.5708412397216951,0.5435897435897437,0.5068578166697697,0.5384286412512219,0.5445677061338619,0.022339234055556524,36
2.6220321655273438,0.27243835587091386,0.15709834098815917,0.017210009096203172,500,2,1,sqrt,10,gini,False,"{'clf__n_estimators': 500, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__max_depth': 10, 'clf__criterion': 'gini', 'clf__bootstrap': False}",0.5907776434092223,0.5482026143790849,0.5463625521765056,0.5507044001737726,0.5784152003910068,0.5628924821059185,0.018199544732533036,13
1.1630017757415771,0.05010971553107306,0.0822340965270996,0.02026367114250917,200,10,4,sqrt,,gini,False,"{'clf__n_estimators': 200, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__max_depth': None, 'clf__criterion': 'gini', 'clf__bootstrap': False}",0.5832325569167675,0.5520767446763651,0.5589147286821705,0.5293241482033142,0.5709921798631477,0.558908071668353,0.018218572138542607,15
0.5799293041229248,0.07619158400345287,0.042960309982299806,0.000681370293375035,100,5,2,log2,,entropy,True,"{'clf__n_estimators': 100, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 2, 'clf__max_features': 'log2', 'clf__max_depth': None, 'clf__criterion': 'entropy', 'clf__bootstrap': True}",0.5751091014248909,0.5792747206409445,0.5444245676803817,0.5198907714267982,0.5699535679374389,0.5577305458220908,0.022469826495509566,18
3.0648545742034914,0.11795422140227843,0.1783137798309326,0.0188317795951971,500,2,4,sqrt,10,entropy,True,"{'clf__n_estimators': 500, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__max_depth': 10, 'clf__criterion': 'entropy', 'clf__bootstrap': True}",0.6012408643987591,0.6165401644528778,0.5459153249850925,0.5351579469993173,0.5868768328445748,0.5771462267361244,0.031513500115353386,2
4.1556378364562985,0.28459516279743063,0.19327878952026367,0.01860891114398323,500,5,1,sqrt,,entropy,False,"{'clf__n_estimators': 500, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__max_depth': None, 'clf__criterion': 'entropy', 'clf__bootstrap': False}",0.5539986329460014,0.5270398481973435,0.5404591532498509,0.5287966238441011,0.5746884164222874,0.5449965349319169,0.01770939380870435,34
0.8023017406463623,0.1863851657902323,0.047991275787353516,0.011637129120988163,100,10,4,,,entropy,False,"{'clf__n_estimators': 100, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 4, 'clf__max_features': None, 'clf__max_depth': None, 'clf__criterion': 'entropy', 'clf__bootstrap': False}",0.57411010042589,0.48774509803921573,0.5237030411449016,0.5255383851548439,0.49428763440860213,0.5210768518346907,0.03055485423751927,43
2.967837953567505,0.07032509330726025,0.15598278045654296,0.005420596747770222,500,2,4,sqrt,10,gini,True,"{'clf__n_estimators': 500, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__max_depth': 10, 'clf__criterion': 'gini', 'clf__bootstrap': True}",0.6036594983963404,0.6109002740881299,0.5425760286225403,0.5326134177372308,0.5769794721407624,0.5733457381970007,0.03145907882672108,5
3.9022683620452883,0.1314849999159812,0.16249604225158693,0.01053214726331818,500,2,4,,10,entropy,True,"{'clf__n_estimators': 500, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 4, 'clf__max_features': None, 'clf__max_depth': 10, 'clf__criterion': 'entropy', 'clf__bootstrap': True}",0.5900415374099583,0.5953510436432637,0.5381633870005964,0.5166635635822007,0.5634164222873901,0.5607271907846819,0.030053627249836904,14
1.2301104068756104,0.40150034420978414,0.07180523872375488,0.004023736735090189,200,5,4,sqrt,30,gini,True,"{'clf__n_estimators': 200, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__max_depth': 30, 'clf__criterion': 'gini', 'clf__bootstrap': True}",0.5960618329039381,0.6002002951718324,0.5435301132975552,0.5227456091354806,0.5653103616813294,0.5655696424380271,0.02982871665935671,10
0.9480319499969483,0.17546548356403893,0.043622827529907225,0.001962169497673933,100,5,4,,20,entropy,False,"{'clf__n_estimators': 100, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 4, 'clf__max_features': None, 'clf__max_depth': 20, 'clf__criterion': 'entropy', 'clf__bootstrap': False}",0.5469267574530733,0.48676997680792744,0.5142516398330351,0.5188046918637126,0.5023521505376344,0.5138210432990766,0.01992137633557996,47
4.171569967269898,0.18143027748957863,0.1898890972137451,0.028223953954607698,500,2,1,,20,gini,True,"{'clf__n_estimators': 500, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 1, 'clf__max_features': None, 'clf__max_depth': 20, 'clf__criterion': 'gini', 'clf__bootstrap': True}",0.5606235869393764,0.569628926839553,0.5396541443053071,0.5027617451747037,0.5358626588465298,0.541706212421094,0.023205924546096306,41
3.754366731643677,0.6069662344511076,0.1578439712524414,0.01477137244292714,500,10,1,log2,20,gini,False,"{'clf__n_estimators': 500, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 1, 'clf__max_features': 'log2', 'clf__max_depth': 20, 'clf__criterion': 'gini', 'clf__bootstrap': False}",0.5770808139229191,0.5232974910394266,0.5529516994633275,0.5429777198535344,0.581989247311828,0.5556593943182071,0.021760457895122733,25
0.5342723846435546,0.08095596213040467,0.047228431701660155,0.0036942442142262116,100,2,4,sqrt,,entropy,True,"{'clf__n_estimators': 100, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__max_depth': None, 'clf__criterion': 'entropy', 'clf__bootstrap': True}",0.5954834639045165,0.6129032258064516,0.5396541443053071,0.5255383851548439,0.5676319648093842,0.5682422367961006,0.03279621564422757,7
4.020522546768189,0.11503354388368701,0.17853689193725586,0.015883357338529063,500,5,2,log2,30,entropy,False,"{'clf__n_estimators': 500, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 2, 'clf__max_features': 'log2', 'clf__max_depth': 30, 'clf__criterion': 'entropy', 'clf__bootstrap': False}",0.5585204269414796,0.5397427788319629,0.5395945140131186,0.5324892943585925,0.5540689149560117,0.5448831858202331,0.009781148646312075,35
0.8917264461517334,0.25359116677739024,0.04400978088378906,0.0010308283243721098,100,5,1,,,entropy,True,"{'clf__n_estimators': 100, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 1, 'clf__max_features': None, 'clf__max_depth': None, 'clf__criterion': 'entropy', 'clf__bootstrap': True}",0.5605710079394289,0.567573265865486,0.5398926654740608,0.5099609011357289,0.5429802052785924,0.5441956091386594,0.02003335360188739,37
0.5441329479217529,0.047480001157637744,0.05111055374145508,0.009233667809075809,100,10,4,log2,10,gini,False,"{'clf__n_estimators': 100, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 4, 'clf__max_features': 'log2', 'clf__max_depth': 10, 'clf__criterion': 'gini', 'clf__bootstrap': False}",0.5894894579105106,0.5658865696816361,0.5565891472868216,0.5247626140383541,0.580614613880743,0.5634684805596131,0.022460621694884483,12
0.5548203468322754,0.05370192236838383,0.046527957916259764,0.0031683965912365016,100,10,1,log2,20,gini,False,"{'clf__n_estimators': 100, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 1, 'clf__max_features': 'log2', 'clf__max_depth': 20, 'clf__criterion': 'gini', 'clf__bootstrap': False}",0.5782112624217888,0.5260383723381826,0.5572450805008944,0.53875752497983,0.5812255620723363,0.5562955604626063,0.02156749722485135,22
0.6922321319580078,0.10119640828329064,0.045070648193359375,0.004064909622575391,100,10,2,log2,30,entropy,True,"{'clf__n_estimators': 100, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 2, 'clf__max_features': 'log2', 'clf__max_depth': 30, 'clf__criterion': 'entropy', 'clf__bootstrap': True}",0.594168988905831,0.5972485768500948,0.5459749552772809,0.5253522000868864,0.5805229716520038,0.5686535385544194,0.028280459389346858,6
0.5967668056488037,0.06485204546193694,0.044403362274169925,0.0018999448452217313,100,2,2,,,gini,True,"{'clf__n_estimators': 100, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 2, 'clf__max_features': None, 'clf__max_depth': None, 'clf__criterion': 'gini', 'clf__bootstrap': True}",0.5581523739418477,0.5718690702087288,0.5491353607632677,0.5011791720970644,0.5347018572825024,0.5430075668586822,0.02415988756284145,40
2.276905870437622,0.10361096052266515,0.14950041770935057,0.005640662264358863,500,10,4,log2,30,gini,False,"{'clf__n_estimators': 500, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 4, 'clf__max_features': 'log2', 'clf__max_depth': 30, 'clf__criterion': 'gini', 'clf__bootstrap': False}",0.5796046059203954,0.5518131983976386,0.5512820512820512,0.5293241482033141,0.5708088954056696,0.5565665798418138,0.017471491962903235,20
2.6314829349517823,0.1579825059284641,0.163177490234375,0.011650895925142851,500,10,4,sqrt,10,gini,False,"{'clf__n_estimators': 500, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__max_depth': 10, 'clf__criterion': 'gini', 'clf__bootstrap': False}",0.5908039329091961,0.5627503689647901,0.5584376863446631,0.5356544405138708,0.5855938416422287,0.5666480540749498,0.019928148523419044,9
0.4223748207092285,0.03046182047241784,0.046079826354980466,0.0054972462159696206,100,10,2,log2,10,entropy,True,"{'clf__n_estimators': 100, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 2, 'clf__max_features': 'log2', 'clf__max_depth': 10, 'clf__criterion': 'entropy', 'clf__bootstrap': True}",0.6115726378884274,0.6047596457938014,0.5425163983303517,0.5419226711351083,0.5873350439882697,0.5776212794271918,0.029967603184687927,1
1.2744441509246827,0.20229982213791542,0.0723799705505371,0.008663184868766586,200,2,1,log2,20,entropy,True,"{'clf__n_estimators': 200, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 1, 'clf__max_features': 'log2', 'clf__max_depth': 20, 'clf__criterion': 'entropy', 'clf__bootstrap': True}",0.5687470424312528,0.5710520767446764,0.5383422778771616,0.5080680196114938,0.5755437438905181,0.5523506321110205,0.025743700180494242,30
0.7361872673034668,0.11253775983160753,0.04486770629882812,0.006065903566198051,100,10,4,,,gini,True,"{'clf__n_estimators': 100, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 4, 'clf__max_features': None, 'clf__max_depth': None, 'clf__criterion': 'gini', 'clf__bootstrap': True}",0.5950628319049371,0.5919249420198187,0.5463923673225999,0.5100229628250481,0.5387341153470185,0.5564274438838844,0.03261870040357885,21
1.5404260635375977,0.11172644065867657,0.07555088996887208,0.007733042478552723,200,5,2,sqrt,30,gini,False,"{'clf__n_estimators': 200, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__max_depth': 30, 'clf__criterion': 'gini', 'clf__bootstrap': False}",0.5528156054471843,0.521584440227704,0.5496422182468694,0.5356544405138708,0.5606060606060606,0.5440605530083378,0.013837616302714066,38
0.8210286140441895,0.03413766314710128,0.04432744979858398,0.0011801827497663984,100,5,2,,30,gini,True,"{'clf__n_estimators': 100, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 2, 'clf__max_features': None, 'clf__max_depth': 30, 'clf__criterion': 'gini', 'clf__bootstrap': True}",0.5682475419317524,0.5717372970693655,0.5496720333929637,0.5019549432135543,0.5386424731182795,0.5460508577451831,0.02515922378876636,32
0.5817063808441162,0.11985041679041443,0.045579957962036136,0.002800487694076169,100,10,4,sqrt,,gini,False,"{'clf__n_estimators': 100, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__max_depth': None, 'clf__criterion': 'gini', 'clf__bootstrap': False}",0.5797623429202376,0.5526038372338182,0.5642218246869409,0.5246074598150562,0.5693731671554252,0.5581137263622956,0.018898546225215824,17
3.4955193519592287,0.11470872915951472,0.1470320224761963,0.009784765982255646,500,2,1,log2,20,entropy,False,"{'clf__n_estimators': 500, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 1, 'clf__max_features': 'log2', 'clf__max_depth': 20, 'clf__criterion': 'entropy', 'clf__bootstrap': False}",0.5760292339239708,0.5456725701033102,0.5354800238521169,0.5239558120772048,0.5782013685239491,0.5518678016961104,0.02174051917878755,31
3.8319921493530273,0.08187984275782524,0.1746088981628418,0.07319293973652671,500,5,1,,10,entropy,False,"{'clf__n_estimators': 500, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 1, 'clf__max_features': None, 'clf__max_depth': 10, 'clf__criterion': 'entropy', 'clf__bootstrap': False}",0.547215941952784,0.5722116803710731,0.5457066189624329,0.5461118351641533,0.5150293255131965,0.545255080392728,0.018138563528052785,33
4.478523206710816,0.32840092262595666,0.14726181030273439,0.005980302764040388,500,10,4,,,entropy,False,"{'clf__n_estimators': 500, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 4, 'clf__max_features': None, 'clf__max_depth': None, 'clf__criterion': 'entropy', 'clf__bootstrap': False}",0.5734265734265733,0.487639679527725,0.5235837805605248,0.5235834419412897,0.49440982404692085,0.5205286599006068,0.03026791478540589,44
0.660612154006958,0.06643962832992856,0.04319620132446289,0.000881717447576696,100,2,2,log2,20,gini,True,"{'clf__n_estimators': 100, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 2, 'clf__max_features': 'log2', 'clf__max_depth': 20, 'clf__criterion': 'gini', 'clf__bootstrap': True}",0.5735580209264419,0.5810668353362851,0.5407274895646988,0.5197045863588406,0.5726722873900294,0.5575458439152592,0.02346594962396816,19
5.817151403427124,0.30980359557626735,0.16070518493652344,0.009614393073339115,500,5,1,,,entropy,False,"{'clf__n_estimators': 500, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 1, 'clf__max_features': None, 'clf__max_depth': None, 'clf__criterion': 'entropy', 'clf__bootstrap': False}",0.4967663915032336,0.5487560615644107,0.5657722122838402,0.4826227269906287,0.499450146627566,0.5186735077939358,0.03247265360643013,45
2.971145248413086,0.4030271125311923,0.13607096672058105,0.009003602589608582,500,5,4,sqrt,30,gini,False,"{'clf__n_estimators': 500, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__max_depth': 30, 'clf__criterion': 'gini', 'clf__bootstrap': False}",0.576186970923813,0.546594982078853,0.5506261180679786,0.5263451871159932,0.5664711632453568,0.5532448842863988,0.01718107469348168,28
