mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__learning_rate_init,param_clf__hidden_layer_sizes,param_clf__batch_size,param_clf__alpha,param_clf__activation,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.3209092140197754,0.019290570675718165,0.006989383697509765,0.00021550510688555233,0.001,"(64, 32)",32,0.0001,relu,"{'clf__learning_rate_init': 0.001, 'clf__hidden_layer_sizes': (64, 32), 'clf__batch_size': 32, 'clf__alpha': 0.0001, 'clf__activation': 'relu'}",0.6743256743256743,0.6681425258275353,0.5977340488968397,0.6358220070750327,0.6056940371456501,0.6363436586541464,0.03125435922420617,3
0.49309606552124025,0.13039191920234355,0.007298326492309571,0.0004619550694865982,0.0001,"(128, 64)",64,0.001,relu,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (128, 64), 'clf__batch_size': 64, 'clf__alpha': 0.001, 'clf__activation': 'relu'}",0.633576949366423,0.6516972380349988,0.5747167561121049,0.5867932725128778,0.5970796676441839,0.6087727767341177,0.02911149705718204,35
0.23564519882202148,0.06154340884278546,0.0067787647247314455,0.00015832044957194666,0.001,"(128,)",64,0.001,relu,"{'clf__learning_rate_init': 0.001, 'clf__hidden_layer_sizes': (128,), 'clf__batch_size': 64, 'clf__alpha': 0.001, 'clf__activation': 'relu'}",0.6632315053367684,0.646584440227704,0.5775193798449612,0.6168311301433625,0.6020894428152492,0.6212511796736091,0.030670184696601904,20
0.2073446273803711,0.004647515302559424,0.007214164733886719,0.0007570436420014026,0.001,"(64, 32)",64,0.0001,relu,"{'clf__learning_rate_init': 0.001, 'clf__hidden_layer_sizes': (64, 32), 'clf__batch_size': 64, 'clf__alpha': 0.0001, 'clf__activation': 'relu'}",0.6613386613386613,0.6853784524562514,0.5981514609421585,0.6321603674052008,0.6037390029325513,0.6361535890149647,0.03337120913765033,4
0.6236801624298096,0.16751128787618344,0.006759166717529297,0.00021645261099025387,0.001,"(128, 64)",32,0.001,relu,"{'clf__learning_rate_init': 0.001, 'clf__hidden_layer_sizes': (128, 64), 'clf__batch_size': 32, 'clf__alpha': 0.001, 'clf__activation': 'relu'}",0.6492454913507545,0.6625026354627873,0.5742993440667858,0.6289331595606032,0.5999511241446724,0.6229863509171206,0.03221021590164295,16
0.4858161449432373,0.04529664460795397,0.008503150939941407,0.0006217307513245935,0.0001,"(64, 32)",32,0.0001,tanh,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (64, 32), 'clf__batch_size': 32, 'clf__alpha': 0.0001, 'clf__activation': 'tanh'}",0.6531363373468637,0.6416824794433902,0.5633273703041145,0.6268851238130702,0.5704423264907137,0.6110947274796305,0.03711275323790795,28
0.4824529647827148,0.0524774546684461,0.008053207397460937,0.00021565361003414283,0.0001,"(64, 32)",32,0.01,tanh,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (64, 32), 'clf__batch_size': 32, 'clf__alpha': 0.01, 'clf__activation': 'tanh'}",0.6532414953467585,0.6417351886991356,0.5632081097197377,0.6266368770557935,0.5703201368523949,0.611028361534764,0.037181768914200226,29
0.23449368476867677,0.05042802071051612,0.0066564083099365234,0.00041897678891774585,0.001,"(64,)",64,0.01,relu,"{'clf__learning_rate_init': 0.001, 'clf__hidden_layer_sizes': (64,), 'clf__batch_size': 64, 'clf__alpha': 0.01, 'clf__activation': 'relu'}",0.6447762763552237,0.6533312249631036,0.5746571258199165,0.627878110842177,0.5970185728250246,0.619532262161089,0.029563245418907935,23
0.625333595275879,0.22785856177058206,0.008902645111083985,0.0005149542084583991,0.0001,"(128,)",32,0.001,tanh,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (128,), 'clf__batch_size': 32, 'clf__alpha': 0.001, 'clf__activation': 'tanh'}",0.6296861033703138,0.6696710942441492,0.5811568276684556,0.5632098305715882,0.6038000977517106,0.6095047907212434,0.03743432469332651,32
0.472035551071167,0.1292433734430485,0.008086156845092774,0.0011594876644075132,0.0001,"(128, 64)",64,0.0001,relu,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (128, 64), 'clf__batch_size': 64, 'clf__alpha': 0.0001, 'clf__activation': 'relu'}",0.6336295283663704,0.6517499472907442,0.5747167561121049,0.586855334202197,0.5972629521016618,0.6088429036146157,0.029111968647554266,34
0.6172056198120117,0.21276689124692252,0.009340190887451172,0.000826773297403203,0.001,"(64, 32)",32,0.001,tanh,"{'clf__learning_rate_init': 0.001, 'clf__hidden_layer_sizes': (64, 32), 'clf__batch_size': 32, 'clf__alpha': 0.001, 'clf__activation': 'tanh'}",0.666912035333088,0.6452667088340712,0.5823494335122242,0.6335257245702228,0.6045943304007819,0.6265296465300777,0.029879120646900157,11
0.31506800651550293,0.10544925241950766,0.009669637680053711,0.0018829128294652585,0.001,"(64,)",64,0.01,tanh,"{'clf__learning_rate_init': 0.001, 'clf__hidden_layer_sizes': (64,), 'clf__batch_size': 64, 'clf__alpha': 0.01, 'clf__activation': 'tanh'}",0.6368368473631633,0.5902909550917141,0.5873583780560525,0.6291193446285607,0.6028836754643206,0.6092978401207623,0.020174400329555888,33
0.3984840869903564,0.10817568585535647,0.007928609848022461,0.0014553489794621739,0.0001,"(64,)",64,0.0001,relu,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (64,), 'clf__batch_size': 64, 'clf__alpha': 0.0001, 'clf__activation': 'relu'}",0.48377937851622066,0.5211364115538689,0.45796064400715564,0.5244833364364179,0.5695869990224829,0.5113893539072292,0.03813229914621184,49
1.0438880920410156,0.3333222380355847,0.007567214965820313,0.0006560612245407484,0.0001,"(128, 64)",32,0.01,relu,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (128, 64), 'clf__batch_size': 32, 'clf__alpha': 0.01, 'clf__activation': 'relu'}",0.6596035543403964,0.6514336917562724,0.5735241502683363,0.567926518959846,0.5974462365591398,0.6099868303767982,0.03856300026079861,30
0.3888228416442871,0.11226111231254601,0.006752538681030274,0.0003033937414264396,0.0001,"(128,)",64,0.0001,relu,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (128,), 'clf__batch_size': 64, 'clf__alpha': 0.0001, 'clf__activation': 'relu'}",0.6413060623586939,0.648956356736243,0.5750745378652355,0.5998262272699062,0.5057429130009775,0.5941812194462113,0.05184463699542208,43
0.3877258777618408,0.1431091785991362,0.00796966552734375,0.00140122021949243,0.0001,"(64, 32)",64,0.01,relu,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (64, 32), 'clf__batch_size': 64, 'clf__alpha': 0.01, 'clf__activation': 'relu'}",0.674167937325832,0.6705671515918196,0.5834824090638044,0.6232234841432385,0.5801564027370478,0.6263194769723485,0.04055357160320769,12
0.7484724044799804,0.11382091091732724,0.009591436386108399,0.0006816151522485375,0.0001,"(128, 64)",32,0.0001,tanh,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (128, 64), 'clf__batch_size': 32, 'clf__alpha': 0.0001, 'clf__activation': 'tanh'}",0.6702245123297754,0.6505376344086021,0.5857483601669647,0.5761807236392975,0.6130254154447703,0.6191433291978822,0.036313435451542815,24
0.21627206802368165,0.01228161270150241,0.007188177108764649,0.000680736417885969,0.001,"(64, 32)",64,0.001,relu,"{'clf__learning_rate_init': 0.001, 'clf__hidden_layer_sizes': (64, 32), 'clf__batch_size': 64, 'clf__alpha': 0.001, 'clf__activation': 'relu'}",0.675166938324833,0.6853784524562514,0.5980322003577817,0.6321603674052007,0.6036779081133921,0.6388831733314918,0.03586566992119185,1
0.24544200897216797,0.08028118492992029,0.007298421859741211,0.00024162291614723973,0.001,"(64,)",64,0.001,tanh,"{'clf__learning_rate_init': 0.001, 'clf__hidden_layer_sizes': (64,), 'clf__batch_size': 64, 'clf__alpha': 0.001, 'clf__activation': 'tanh'}",0.6368368473631633,0.5903963736032047,0.5810971973762671,0.6293055296965184,0.6027003910068426,0.6080672678091992,0.021666568918565138,38
0.8445698738098144,0.26233697167931436,0.010969114303588868,0.002201986557072412,0.001,"(128, 64)",32,0.001,tanh,"{'clf__learning_rate_init': 0.001, 'clf__hidden_layer_sizes': (128, 64), 'clf__batch_size': 32, 'clf__alpha': 0.001, 'clf__activation': 'tanh'}",0.661180924338819,0.6578115117014548,0.5908169350029815,0.6437659033078881,0.6055718475073314,0.631829424371695,0.02846240878327879,6
0.4843118667602539,0.10422832965460069,0.0070572376251220705,0.0009646211396645007,0.0001,"(64, 32)",32,0.0001,relu,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (64, 32), 'clf__batch_size': 32, 'clf__alpha': 0.0001, 'clf__activation': 'relu'}",0.6724854093275145,0.6704617330803289,0.5973166368515206,0.6257059517160057,0.6056329423264907,0.6343205346603721,0.031715047935822645,5
0.20626463890075683,0.012757235995295962,0.007906818389892578,0.001623039611411826,0.001,"(64, 32)",64,0.01,relu,"{'clf__learning_rate_init': 0.001, 'clf__hidden_layer_sizes': (64, 32), 'clf__batch_size': 64, 'clf__alpha': 0.01, 'clf__activation': 'relu'}",0.6746411483253588,0.6853784524562513,0.5981514609421587,0.6319741823372432,0.6040444770283481,0.638837944217872,0.03566784220839933,2
0.6059739112854003,0.1514047390504735,0.007160663604736328,0.0001964429044824227,0.0001,"(64,)",32,0.0001,tanh,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (64,), 'clf__batch_size': 32, 'clf__alpha': 0.0001, 'clf__activation': 'tanh'}",0.5999789684000211,0.5620915032679739,0.5775193798449613,0.6312915037547322,0.6088098729227762,0.595938245638093,0.02415249749003567,42
0.35827884674072263,0.06909465376979414,0.0068111419677734375,0.0011854069422389895,0.0001,"(128,)",32,0.01,relu,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (128,), 'clf__batch_size': 32, 'clf__alpha': 0.01, 'clf__activation': 'relu'}",0.6572374993427624,0.64932532152646,0.5760286225402504,0.5959163408427978,0.5157624633431085,0.5988540495190758,0.0517490453122159,39
0.40364704132080076,0.23461355304432144,0.006571769714355469,0.00021908563319844517,0.001,"(64,)",32,0.001,relu,"{'clf__learning_rate_init': 0.001, 'clf__hidden_layer_sizes': (64,), 'clf__batch_size': 32, 'clf__alpha': 0.001, 'clf__activation': 'relu'}",0.6490877543509123,0.6464263124604681,0.5704830053667264,0.6170173152113201,0.586754643206256,0.6139538061191366,0.03139346446512702,26
0.4678166389465332,0.1312903759622055,0.007408952713012696,0.0005972976445935507,0.0001,"(128, 64)",64,0.01,relu,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (128, 64), 'clf__batch_size': 64, 'clf__alpha': 0.01, 'clf__activation': 'relu'}",0.6335769493664231,0.651697238034999,0.5745378652355397,0.5867312108235586,0.5970796676441839,0.6087245862209409,0.02916276166487098,36
0.28789291381835935,0.02660502634106333,0.007377099990844726,0.0009860321585637782,0.001,"(128,)",32,0.01,relu,"{'clf__learning_rate_init': 0.001, 'clf__hidden_layer_sizes': (128,), 'clf__batch_size': 32, 'clf__alpha': 0.01, 'clf__activation': 'relu'}",0.6623376623376623,0.6587602783048703,0.5782945736434109,0.612238565133743,0.6013563049853372,0.6225974768810048,0.032888515376404366,18
0.7986643791198731,0.32205055181554865,0.006666231155395508,0.00048245207818793407,0.0001,"(128, 64)",32,0.0001,relu,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (128, 64), 'clf__batch_size': 32, 'clf__alpha': 0.0001, 'clf__activation': 'relu'}",0.6560807613439192,0.6526987138941598,0.5743589743589743,0.5682988890957611,0.5970185728250244,0.6096911823035678,0.03774631823977932,31
0.4330757617950439,0.16148254527874376,0.008997440338134766,0.0012750112028199895,0.0001,"(128,)",64,0.01,tanh,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (128,), 'clf__batch_size': 64, 'clf__alpha': 0.01, 'clf__activation': 'tanh'}",0.5917766444082233,0.6694075479654227,0.5754919499105545,0.5615962266492894,0.48387096774193544,0.5764286673350851,0.05944483010946359,45
0.28592405319213865,0.08186559266637879,0.007119369506835937,0.0010867490464970357,0.0001,"(128,)",64,0.001,relu,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (128,), 'clf__batch_size': 64, 'clf__alpha': 0.001, 'clf__activation': 'relu'}",0.6413060623586939,0.648956356736243,0.5750745378652355,0.5998262272699062,0.5057429130009775,0.5941812194462113,0.05184463699542208,43
0.37370147705078127,0.06715001285041136,0.006650686264038086,0.0007071618042414633,0.0001,"(128,)",32,0.001,relu,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (128,), 'clf__batch_size': 32, 'clf__alpha': 0.001, 'clf__activation': 'relu'}",0.65729007834271,0.6494307400379506,0.5747167561121049,0.5959163408427978,0.5157624633431085,0.5986232757357344,0.051899818042729876,40
0.6255803108215332,0.19626235086160557,0.009318923950195313,0.00017688978634676966,0.001,"(128, 64)",64,0.001,tanh,"{'clf__learning_rate_init': 0.001, 'clf__hidden_layer_sizes': (128, 64), 'clf__batch_size': 64, 'clf__alpha': 0.001, 'clf__activation': 'tanh'}",0.6748514643251486,0.6550706304026988,0.5871198568872987,0.63526345187116,0.6034335288367546,0.6311477864646122,0.03226698399630923,8
0.2998970031738281,0.07185159309485666,0.006108427047729492,0.00021169634464230605,0.0001,"(64,)",64,0.001,relu,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (64,), 'clf__batch_size': 64, 'clf__alpha': 0.001, 'clf__activation': 'relu'}",0.48377937851622066,0.5211364115538689,0.45796064400715564,0.5244833364364179,0.5695259042033236,0.5113771349433973,0.03811365379423721,50
0.5122971057891845,0.21394988454645125,0.007705211639404297,0.0012108151140484455,0.0001,"(64,)",64,0.01,tanh,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (64,), 'clf__batch_size': 64, 'clf__alpha': 0.01, 'clf__activation': 'tanh'}",0.4907723855092276,0.556978705460679,0.5032200357781753,0.6273195556383045,0.6091764418377322,0.5574934248448238,0.05467062387411348,47
0.33098759651184084,0.11054331399345019,0.006743812561035156,0.000868326155168889,0.0001,"(64, 32)",64,0.0001,relu,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (64, 32), 'clf__batch_size': 64, 'clf__alpha': 0.0001, 'clf__activation': 'relu'}",0.6743256743256743,0.6705144423360743,0.5836016696481813,0.6212995717743437,0.5801564027370479,0.6259795521642643,0.04059126048076637,13
0.2347137451171875,0.05703259282775223,0.006723642349243164,0.000682230787667233,0.001,"(64,)",64,0.001,relu,"{'clf__learning_rate_init': 0.001, 'clf__hidden_layer_sizes': (64,), 'clf__batch_size': 64, 'clf__alpha': 0.001, 'clf__activation': 'relu'}",0.6450391713549608,0.6534366434745943,0.5745974955277281,0.6279401725314964,0.596774193548387,0.6195575352874333,0.029691285561232517,22
0.3218273162841797,0.05128724318161283,0.004288625717163086,0.00029709570174118305,0.0001,"(128,)",32,0.0001,relu,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (128,), 'clf__batch_size': 32, 'clf__alpha': 0.0001, 'clf__activation': 'relu'}",0.65729007834271,0.6494307400379506,0.5747167561121049,0.5959163408427978,0.5157624633431085,0.5986232757357344,0.051899818042729876,40
